active_collision_pair,frame_idx,frame_root_angular_budget_usage,frame_root_z_budget_usage,frame_velocity_budget_usage_max,left_anchor_error_xy,left_contact_confidence,left_contact_phase,left_contact_slack,left_elbow_branch_sign,left_foot_vxy,left_heel_height,left_liftoff_probability,left_load_phase,left_lock_weight,left_swing_clearance_error,left_toe_height,max_joint_delta,max_joint_velocity_ratio,min_self_collision_distance,qp_resolve_count,qp_status,right_anchor_error_xy,right_contact_confidence,right_contact_phase,right_contact_slack,right_elbow_branch_sign,right_foot_vxy,right_heel_height,right_liftoff_probability,right_load_phase,right_lock_weight,right_swing_clearance_error,right_toe_height,root_ddz,root_dz,root_z,safety_backtracked,solver_mode,stage_a_high_priority_error,stage_a_iterations,stage_b_detail_error,stage_b_high_priority_error,stage_b_iterations,stage_b_rejected,stage_c_iterations,stage_c_triggered
v3_pelvis_proxy:v3_right_hand_proxy,0,1.0,1.0000000000000009,1.0,0.0,0.20346790867287784,AIR,0.0,1,0.0,0.10279903240768805,0.034579686949037736,UNLOADED,0.039286410417358864,0.0,0.0856612787594846,0.1884955592153876,1.0,0.04404124051845293,0,ok,0.0,0.18002996432880353,AIR,0.0,-1,0.0,0.08318220618598807,0.018520518731347583,UNLOADED,0.03533914320044961,0.0,0.10329024432123707,0.0,-0.0050000000000000044,0.745,0,staged_v3,0.5683455251195038,2,1.1249091489299796,0.5642564760945881,2,0,0,0
v3_pelvis_proxy:v3_left_hand_proxy,1,0.9999999999999997,1.0000000000000009,1.0,0.0,0.254679396075812,AIR,0.0,1,0.07879980109068613,0.09611454837677762,0.08211698445423692,UNLOADED,0.07818230674737511,0.0,0.08784966814318283,0.1884955592153876,1.0,0.03330056508792853,0,ok,0.0,0.25290507025149545,AIR,0.0,-1,0.051126830988724795,0.07642781970629828,0.03208004422137961,UNLOADED,0.07722968744316297,0.0,0.10222363718204829,0.0,-0.0050000000000000044,0.74,0,staged_v3,0.4881190435640595,2,1.0996837775982038,0.48549373129419104,2,0,0,0
v3_pelvis_proxy:v3_left_hand_proxy,2,1.0000000000000002,1.0000000000000009,0.7126972668404346,0.0,0.28523807160766035,FLAT,0.0,1,0.08456055731395223,0.08503509098854539,0.1436246535782683,UNLOADED,0.11140001587503545,0.0,0.09078482979144606,0.13434026986436604,0.7126972668404346,0.029077809696706494,0,ok,0.0,0.3012724436599496,FLAT,0.0,-1,0.06063826833769799,0.07135115731841267,0.042510684519957015,UNLOADED,0.11947677912512336,0.0,0.09709334023548334,0.0,-0.0050000000000000044,0.735,0,staged_v3,0.4150878181031237,2,1.0378983519302782,0.4134671784778517,2,0,0,0
v3_pelvis_proxy:v3_left_hand_proxy,3,1.0000000000000004,1.0000000000000009,0.3529561240983713,0.0,0.30509464858981195,FLAT,0.0,1,0.08818489016277102,0.07531667500296635,0.2247407324970208,UNLOADED,0.13642550345699167,0.0,0.09181163242914295,0.06653066199041824,0.3529561240983713,0.0325869437179315,0,ok,0.0,0.32573354639306557,FLAT,0.0,-1,0.06986549613598496,0.06659950024199922,0.04992499653146629,UNLOADED,0.1574756833439406,0.0,0.09192440654319259,0.0,-0.0050000000000000044,0.73,0,staged_v3,0.3484158983807218,2,0.9612876737851656,0.34690415493519555,2,0,0,0
v3_pelvis_proxy:v3_left_hand_proxy,4,1.0000000000000002,1.0000000000000009,0.2801809667261854,0.0,0.3175123783542445,FLAT,0.0,1,0.09085146237678886,0.06737962425809242,0.32145919743575047,UNLOADED,0.1522294235721079,0.0,0.09125775450952582,0.052812868004560226,0.2801809667261854,0.04097440848873424,0,ok,0.0,0.3343996458801664,FLAT,0.0,-1,0.07544055081064861,0.06196042615367487,0.0550362062176557,UNLOADED,0.18917965827723138,0.0,0.08773542334055792,0.0,-0.0050000000000000044,0.725,0,staged_v3,0.2916785786760097,2,0.9736596590026777,0.2841119659684774,2,0,0,0
v3_pelvis_proxy:v3_left_hand_proxy,5,0.5732484118625056,1.0000000000000009,0.302084175243156,0.0,0.32489761104994036,FLAT,0.0,-1,0.09076851933002941,0.06119915524302133,0.43362562184278663,UNLOADING,0.15858627534232114,0.0,0.0899052868590789,0.05694152554257784,0.302084175243156,0.05305680295033195,0,ok,0.0,0.33757881886804,FLAT,0.0,-1,0.08227008518812247,0.057135381922512885,0.05873871461198449,SUPPORT,0.2413437266217851,0.0,0.08457390730568477,0.0,-0.0050000000000000044,0.72,0,staged_v3,0.2580492821162258,2,0.8377890813935672,0.2494770618490329,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,6,0.3106727005045422,1.0000000000000009,0.3182360761052666,0.0,0.31692816899670534,FLAT,0.0,-1,0.09167284864279907,0.05787444931175401,0.5597258706023779,UNLOADING,0.1558647036772191,0.0,0.08904958470754279,0.059986087127972876,0.3182360761052666,0.05832504951400616,0,ok,0.0,0.321057756525299,FLAT,0.0,-1,0.09771629863484785,0.05170201750961054,0.061389196894824125,SUPPORT,0.2830749812974281,0.0,0.08074831444857432,0.0,-0.0050000000000000044,0.715,0,staged_v3,0.2356743228416089,2,0.8115958647371134,0.23096988816095437,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,7,0.2780648183004533,1.0000000000000009,0.34043229734545566,0.0,0.2929045919094639,FLAT,0.0,-1,0.08981460699542095,0.054569292370136115,0.6359051676370354,UNLOADING,0.14883332433613336,0.002225966011715659,0.08737834914619182,0.06416997626311077,0.34043229734545566,0.0587952958383514,0,ok,0.0,0.28424074763139545,FLAT,0.0,-1,0.12013355072292523,0.04773032049057262,0.05526604966573998,SUPPORT,0.3164599850379425,0.0,0.07685980120564173,0.0,-0.0050000000000000044,0.71,0,staged_v3,0.22207762528825614,2,0.7897078108496197,0.21742159488930612,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,8,0.2902609909663097,1.0000000000000009,0.3621626751827902,0.0,0.2394746876591601,FLAT,0.0,-1,0.0899356442219981,0.05262739448307288,0.6731661572089637,UNLOADING,0.1387526254908038,0.0060309133773753035,0.08835458807050908,0.06826605598552082,0.3621626751827902,0.059079205090400835,0,ok,0.0,0.3127126969820907,FLAT,0.0,-1,0.06188038839447152,0.04353783854510808,0.04705206049160493,SUPPORT,0.343167988030354,0.0,0.07313802508207135,0.0,-0.0050000000000000044,0.705,0,staged_v3,0.20527407281512677,2,0.7680090191031027,0.20022075700240638,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,9,0.2975085130602013,1.0000000000000009,0.38345276050128413,0.0,0.18650307427473398,FLAT,0.0,-1,0.11638841826049788,0.04963907037311842,0.6811958372598819,UNLOADING,0.12742481562677677,0.009420721489875675,0.089622454828549,0.07227914252337364,0.38345276050128413,0.059086418113630676,0,ok,0.014731899391719282,0.35002430885550634,FLAT,0.0,-1,0.038885174527849786,0.04036290153228572,0.04023695232041232,SUPPORT,0.3645343904242832,0.0,0.07024960772679303,0.0,-0.0050000000000000044,0.7,0,staged_v3,0.1864466873031453,2,0.7494725311127687,0.18142436360040723,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,10,0.288674221898095,1.0000000000000009,0.4047159623438522,0.0,0.1452487402903872,FLAT,0.0,-1,0.17729240853733216,0.04651269839838319,0.6621098497600155,UNLOADING,0.11623243034850686,0.011592794089617588,0.0929022404890383,0.07628716164539817,0.4047159623438522,0.05878250173756547,0,ok,0.027116014625988043,0.3949921458504455,FLAT,0.0,-1,0.037845470137080506,0.036841125491625965,0.034445830269828524,SUPPORT,0.38162751233942654,0.0,0.06772631261074118,0.0,-0.0050000000000000044,0.695,0,staged_v3,0.16833329477725956,2,0.7830941116650644,0.16385061150966057,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,11,0.2806922544265443,1.0000000000000009,0.42739118930968567,0.0,0.11311983267828866,AIR,0.0,-1,0.25880270908445285,0.04304921323397386,0.6317075557089376,UNLOADING,0.10557939453798916,0.013536164551473023,0.09567457621862431,0.08056134123265879,0.42739118930968567,0.05823728903634391,0,ok,0.039174711746636594,0.43430687537191787,FLAT,0.0,-1,0.03193188873709496,0.033448491288982765,0.029317516306400913,SUPPORT,0.39530200987154124,0.0,0.0653043663990589,0.0,-0.0050000000000000044,0.69,0,staged_v3,0.15007806857633904,2,0.8158843241183914,0.14608884200649153,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,12,0.26994007869323894,1.0000000000000009,0.4536445322550818,0.0,0.08809781427075751,AIR,0.0,-1,0.38979701058023625,0.03948238236263341,0.5968161217243112,UNLOADING,0.09557085509331861,0.015358423723582149,0.09658000613255958,0.08550997979242458,0.4536445322550818,0.05746941200071616,0,ok,0.05118530757365976,0.4744437141710451,FLAT,0.0,-1,0.023414180655549392,0.030050659886716426,0.025779076333671144,SUPPORT,0.406241607897233,0.0,0.06271072743999259,0.0,-0.0050000000000000044,0.6849999999999999,0,staged_v3,0.12992762909659725,2,0.8471346803561395,0.12657190217519523,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,13,0.24768475738697918,1.0000000000000009,0.4817788563979859,0.0,0.06861064674094514,AIR,0.0,-1,0.5742807466700117,0.0357749314492581,0.5745077995202368,UNLOADING,0.08608834651686516,0.01795045852675374,0.09396218457014363,0.09081317495488828,0.4817788563979859,0.05657920595867369,0,ok,0.06336166862898368,0.509225123329389,FLAT,0.0,-1,0.018051799699564292,0.02643232737015581,0.023834955167848917,SUPPORT,0.4149932863177864,0.0,0.059800483493191864,0.0,-0.0050000000000000044,0.6799999999999999,0,staged_v3,0.11291368128978012,2,0.8784313313825914,0.11109900524103683,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,14,0.22011102204479663,1.0000000000000009,0.5106083829647846,0.0,0.053434025408883604,AIR,0.0,-1,0.6743892657838639,0.032463227306283905,0.5598903580786596,UNLOADING,0.0771495584129015,0.020531290597649077,0.08971081507957021,0.09624741268701187,0.5106083829647846,0.05572445086964942,0,ok,0.07603034106991108,0.5371627916927937,FLAT,0.0,-1,0.01438286681843829,0.022464813345593065,0.022317048679666354,SUPPORT,0.42199462905422913,0.003651039088390255,0.0564210903071767,0.0,-0.0050000000000000044,0.6749999999999999,0,staged_v3,0.10973493423706268,2,0.9094815824331594,0.10922023856578032,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,15,0.16781535373116205,1.0000000000000009,0.529717263996601,0.0,0.04161446083109589,FLAT,0.0,-1,0.8776891688714679,0.029225065226142724,0.5493294137172768,UNLOADING,0.06880739484828549,0.023241405459721122,0.08377704455567248,0.09984935190308442,0.529717263996601,0.05532159924507926,0,ok,0.0894511071579973,0.5656080598744828,FLAT,0.0,-1,0.015578612646170826,0.017939825224544438,0.021588363183265,SUPPORT,0.4275957032433833,0.008139592934618814,0.052416930143132485,0.0,-0.0050000000000000044,0.6699999999999999,0,staged_v3,0.10630945440882983,2,0.944198701516046,0.10730430287510029,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,16,0.14086817550191938,1.0000000000000009,0.266720228679284,0.0,0.032409374682351784,FLAT,0.0,-1,0.9202532208858191,0.025996367136727386,0.5407521285573802,UNLOADING,0.061104043632481335,0.026041239291141625,0.0773901571823091,0.05027557865895771,0.266720228679284,0.05543638818052027,0,ok,0.10472659479560327,0.5843623310600559,FLAT,0.0,-1,0.018273679866257584,0.012957366905150449,0.021462655055903845,SUPPORT,0.43207656259470667,0.013115765847644744,0.04804851008863054,0.0,-0.0050000000000000044,0.6649999999999999,0,staged_v3,0.10391802728607455,2,0.9599616660191526,0.10497314298433201,2,1,0,0
v3_torso_proxy:v3_left_forearm_proxy,17,0.097032380953201,1.0000000000000009,0.2957153021851993,0.0,0.025240446381470133,FLAT,0.0,-1,1.0078640314356428,0.023711285979505742,0.5327543523861195,UNLOADING,0.054059678644351634,0.02792643163980023,0.07029241262446341,0.05574102125394648,0.2957153021851993,0.05577033035136403,0,ok,0.11940514049316342,0.5901482624893434,FLAT,0.0,-1,0.024864589228533115,0.007555735220042929,0.022473183403128476,SUPPORT,0.43566125007576534,0.018567923950113495,0.04368746481106691,0.0,-0.0050000000000000044,0.6599999999999999,0,staged_v3,0.10159765752793297,2,0.9813504833286716,0.10335008033818097,2,1,0,0
v3_torso_proxy:v3_left_forearm_proxy,18,0.07674695870644668,1.0000000000000009,0.32533517037775905,0.0,0.019657279406960746,FLAT,0.0,-1,1.0648665118248541,0.02150895165858913,0.5239292691874118,UNLOADING,0.04767376103416698,0.029687511800781465,0.06234994177776959,0.061324234872789096,0.32533517037775905,0.056085436935620625,0,ok,0.13645938825281895,0.5935848729173719,FLAT,0.0,-1,0.02609582105686867,0.0044132980598025175,0.024339002845188876,SUPPORT,0.4385290000606123,0.02180365208245693,0.04047101569554472,0.0,-0.0050000000000000044,0.6549999999999999,0,staged_v3,0.10039724000782028,2,0.9939603930240762,0.10150572697737098,2,1,0,0
v3_pelvis_proxy:v3_right_hand_proxy,19,0.7063093599732835,1.0000000000000009,1.0,0.0,0.01530910459519443,FLAT,0.0,-1,1.1054658829510897,0.037312048822704384,0.5322763496424303,UNLOADING,0.041886142355710296,0.014301768659417131,0.059808983371139976,0.1884955592153876,1.0,0.019115497761718496,0,ok,0.22027223056357553,0.5938343418777441,FLAT,0.0,-1,0.027766263773433643,0.04629177784692449,0.026657962785364205,SUPPORT,0.44082320004848985,0.0,0.045741942800339525,0.0,-0.0050000000000000044,0.6499999999999999,0,staged_v3,0.1492746545881244,2,1.0233993157288577,0.14191847623121853,2,0,0,0
v3_pelvis_proxy:v3_right_hand_proxy,20,0.49890136718749994,0.8000000000000007,0.41877858283224817,0.0,0.011922742646859465,FLAT,0.0,-1,1.1722832547967363,0.0067670081372973485,0.5538518910505348,UNLOADING,0.036662309031378466,0.0459255864152294,0.030809708209188304,0.07893790315839214,0.41877858283224817,0.035503659838106716,0,ok,0.23994702937533066,0.5885272961264515,FLAT,0.0,-1,0.03398327273530403,0.03863001197860254,0.028756910989424893,SUPPORT,0.4426585600387919,0.0,0.03625376129573526,2.500000000000002,-0.0040000000000000036,0.6459999999999999,1,staged_v3,0.25901761689690106,2,1.0349529794739696,0.25754836721070234,2,0,1,1
v3_pelvis_proxy:v3_right_hand_proxy,21,0.554029185060712,0.9613647460937402,0.8365772001143974,0.0,0.009285441309732986,FLAT,0.0,-1,1.192510305526451,0.02608854938003518,0.587118228079315,UNLOADING,0.031972520521328415,0.028267362023930577,0.05050077363941922,0.15769108716240657,0.8365772001143974,0.05296032247269507,0,ok,0.18674858515560244,0.5831850616600278,FLAT,0.0,-1,0.03506144545201457,0.000425784592818672,0.03032512381719247,SUPPORT,0.4441268480310335,0.026090471598040954,0.036444956975769945,-2.017059326171744,-0.004806823730468701,0.6411931762695312,1,staged_v3,0.16064517900267974,2,1.059967536552665,0.1382729740401382,2,0,0,0
v3_pelvis_proxy:v3_right_hand_proxy,22,0.21246037858829542,1.0000000000000009,0.5578742664508869,0.0,0.007231508963183621,FLAT,0.0,-1,1.2143336910786542,0.03251501210532041,0.6281868306058835,UNLOADING,0.027789127627867678,0.02389432942497377,0.05160358141307206,0.10515682182653407,0.5578742664508869,0.05531814228115686,0,ok,0.20498251347827548,0.5744541323802336,FLAT,0.0,-1,0.03619662511680685,0.0020129721080629605,0.031100489644191567,SUPPORT,0.4453014784248268,0.02454205237414662,0.0416079448202419,-0.4829406738282582,-0.0050000000000000044,0.6361931762695312,0,staged_v3,0.12951131880914732,2,1.057919037779378,0.12951131880914732,2,1,0,0
v3_pelvis_proxy:v3_right_hand_proxy,23,0.8077533919868193,1.0000000000000009,0.9999993382751916,0.0,0.005631904843315287,FLAT,0.0,-1,1.229406557887046,0.03285346087037117,0.6529564061361779,UNLOADING,0.024098468894904183,0.024794359436437728,0.047279199168437286,0.1884954344831998,0.9999993382751916,0.03779775026700086,0,ok,0.25361385209432585,0.5677467071904665,FLAT,0.0,-1,0.036719574891670506,0.020233483347303606,0.031210593849989567,SUPPORT,0.44624118273986146,0.006327046345195875,0.020268738507238364,0.0,-0.0050000000000000044,0.6311931762695312,0,staged_v3,0.25660106221749407,2,1.0764316315273295,0.13451475376654878,2,0,0,0
v3_pelvis_proxy:v3_right_hand_proxy,24,0.9999999999999994,0.8000000000000007,0.9999913913150931,0.0,0.004386131902157583,FLAT,0.0,-1,1.234782485681919,0.011484695693552018,0.6636685201209384,UNLOADING,0.020866572514717505,0.046698730312494906,0.05692297425657575,0.18849393651651197,0.9999913913150931,0.021717459894330195,0,ok,0.1860686757869289,0.5623162470888253,FLAT,0.0,-1,0.036720907607305904,0.021265340096579207,0.030916703754907737,SUPPORT,0.4469929461918892,0.005280495091166182,0.03407334405909233,2.500000000000002,-0.0040000000000000036,0.6271931762695312,0,staged_v3,0.23043322084013199,2,1.0776566053155356,0.23109290289041037,2,1,1,1
