active_collision_pair,frame_idx,frame_root_angular_budget_usage,frame_root_z_budget_usage,frame_velocity_budget_usage_max,left_anchor_error_xy,left_contact_confidence,left_contact_phase,left_contact_slack,left_elbow_branch_sign,left_foot_vxy,left_heel_height,left_liftoff_probability,left_load_phase,left_lock_weight,left_swing_clearance_error,left_toe_height,max_joint_delta,max_joint_velocity_ratio,min_self_collision_distance,qp_resolve_count,qp_status,right_anchor_error_xy,right_contact_confidence,right_contact_phase,right_contact_slack,right_elbow_branch_sign,right_foot_vxy,right_heel_height,right_liftoff_probability,right_load_phase,right_lock_weight,right_swing_clearance_error,right_toe_height,root_ddz,root_dz,root_z,safety_backtracked,solver_mode,stage_a_high_priority_error,stage_a_iterations,stage_b_detail_error,stage_b_high_priority_error,stage_b_iterations,stage_b_rejected,stage_c_iterations,stage_c_triggered
v3_pelvis_proxy:v3_right_hand_proxy,0,1.0,1.0000000000000009,1.0,0.0,0.16483342329307765,AIR,0.0,1,0.0,0.11093035544936594,0.008824984267096221,UNLOADED,0.032675754185164926,0.0,0.08497068482665965,0.1884955592153876,1.0,0.04432957748009694,0,ok,0.0,0.03873764187279901,AIR,0.0,1,0.0,0.08904886918264254,0.14704345070383587,UNLOADED,0.006608305067938649,0.0,0.151762606733895,0.0,-0.0050000000000000044,0.745,0,staged_v3,0.5874827131525575,2,0.7453037867679635,0.587366939095433,2,0,0,0
v3_pelvis_proxy:v3_left_hand_proxy,1,1.0,1.0000000000000009,0.994174016853527,0.0,0.2618386718864809,AIR,0.0,1,0.02473509968925486,0.11402356946432429,0.014417909387874444,UNLOADED,0.07775330447632799,0.0,0.0846938706221059,0.18739738726421376,0.994174016853527,0.03429339403003312,0,ok,0.0,0.03016890582487551,AIR,0.0,1,0.15957490966979526,0.10469699848888367,0.24327933680676078,UNLOADED,0.009852530939073754,0.0,0.19595098221537566,0.0,-0.0050000000000000044,0.74,0,staged_v3,0.5101322341556369,2,0.7877703026329841,0.5100577649647036,2,0,0,0
v3_pelvis_proxy:v3_left_hand_proxy,2,0.9999999999999999,1.0000000000000009,0.6714036850994426,0.0,0.34142410907969223,FLAT,0.0,1,0.022824749881881715,0.1056124749031549,0.017828186023115464,UNLOADED,0.12927007089111098,0.0,0.0841555084057598,0.12655661308209143,0.6714036850994426,0.029398709014189464,0,ok,0.0,0.023495567480820517,FLAT,0.0,1,0.2006932224759551,0.1092855958990942,0.30187817227946545,UNLOADED,0.011162578453867318,0.0,0.20516393004774502,0.0,-0.0050000000000000044,0.735,0,staged_v3,0.43390455080193124,2,0.8922541593258891,0.43357648776483887,2,0,0,0
v3_pelvis_proxy:v3_left_hand_proxy,3,1.0000000000000002,1.0000000000000009,0.3184206765045644,0.0,0.4135888636041959,FLAT,0.0,1,0.016111232947831098,0.09547133448702108,0.019024438124847047,UNLOADED,0.1845601702847752,0.0,0.08288814393055717,0.0600208834834699,0.3184206765045644,0.03119818641808822,0,ok,0.0,0.018298366352770056,FLAT,0.0,-1,0.3390974569251704,0.1048234222418675,0.34386607265882035,UNLOADED,0.011331298558887998,0.0,0.19464433068412082,0.0,-0.0050000000000000044,0.73,0,staged_v3,0.3589897867870093,2,0.9729117064424391,0.3584408650203009,2,0,0,0
v3_pelvis_proxy:v3_left_hand_proxy,4,0.9999999999999992,1.0000000000000009,0.3228368711269132,0.0,0.47054485816461933,FLAT,0.0,1,0.014508419878368452,0.08704571109892123,0.019146054668680447,UNLOADED,0.23995529234504678,0.0,0.08110446929069937,0.06085331655841353,0.3228368711269132,0.03681456632126116,0,ok,0.0,0.014250782044464767,FLAT,0.0,1,0.4072881213796814,0.09656232060868308,0.3739517179458812,UNLOADED,0.010987066995741835,0.0,0.17848418387018783,0.0,-0.0050000000000000044,0.725,0,staged_v3,0.29073791833880763,2,0.989953450207508,0.2847834799073201,2,0,0,0
v3_pelvis_proxy:v3_left_hand_proxy,5,0.6185330065002617,1.0000000000000009,0.35825904069525183,0.0,0.4934704213259521,FLAT,0.0,1,0.025398465987584634,0.08039301519556524,0.018909397319785907,SUPPORT,0.28879207248874494,0.0,0.07929641422845835,0.0675302382198198,0.35825904069525183,0.04625893076841188,0,ok,0.0,0.011098520215609076,FLAT,0.0,1,0.701530477285814,0.08687063527495961,0.4137320119702763,LOADING,0.010347015584480479,0.0,0.16122978574388622,0.0,-0.0050000000000000044,0.72,0,staged_v3,0.24894269877314049,2,0.9879641368483014,0.2390598555396613,2,0,0,0
v3_pelvis_proxy:v3_left_hand_proxy,6,0.3691700508958136,1.0000000000000009,0.36476790634085726,0.0,0.5131571278567373,FLAT,0.0,-1,0.02533222276792339,0.0750540349162617,0.04714537516541854,SUPPORT,0.3288264865000205,0.0,0.07668039353281073,0.06875713048954601,0.36476790634085726,0.05647779173882306,0,ok,0.0,0.008643536234850166,FLAT,0.0,1,0.8064053270020657,0.07779190813174747,0.4888056943026072,LOADING,0.00950008857303248,0.0,0.14484401674939779,0.0,-0.0050000000000000044,0.715,0,staged_v3,0.21664989482765243,2,0.7586755676789774,0.21099980857414766,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,7,0.33658152021265497,1.0000000000000009,0.3808555457594199,0.014618514841726046,0.5336887693060582,FLAT,0.0,-1,0.025931278038554023,0.07057592811404692,0.06769502187054222,SUPPORT,0.3625733284791808,0.0,0.07348250855408693,0.07178957907820349,0.3808555457594199,0.05869486853858284,0,ok,0.0,0.0067315927882073716,FLAT,0.0,1,1.0136239976750576,0.06943283984114178,0.5663030812189371,LOADING,0.00856000035556132,0.0,0.12792694846532698,0.0,-0.0050000000000000044,0.71,0,staged_v3,0.19045455283409168,2,0.792255323588003,0.18558355240682364,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,8,0.33766878079851537,1.0000000000000009,0.37768631618608134,0.027944554678140394,0.5550778192265908,FLAT,0.0,-1,0.020399646873537302,0.06608167043808759,0.08250717846745687,SUPPORT,0.38356970171893845,0.0,0.0698553602721062,0.0711921933774951,0.37768631618608134,0.06047747079280237,0,ok,0.0,0.005242569734773723,FLAT,0.0,1,1.1808738193350585,0.06350055818008662,0.6498614445167763,UNLOADING,0.0075993754181888085,0.0,0.11125972094060704,0.0,-0.0050000000000000044,0.705,0,staged_v3,0.17895682735074006,2,0.7913719974655721,0.17236203484510942,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,9,0.3372179015105514,1.0000000000000009,0.4217455874489524,0.0405458619909115,0.5733671500281745,FLAT,0.0,-1,0.0180772793286616,0.06135063586441036,0.06495280011857595,SUPPORT,0.3968557613751508,0.0,0.0657091185077489,0.07949717035281244,0.4217455874489524,0.062225112522725015,0,ok,0.0,0.004082917414748223,FLAT,0.0,1,1.2735255516647292,0.06298579119204553,0.7274180778957426,UNLOADING,0.006672740283691124,0.0,0.09824293871612508,0.0,-0.0050000000000000044,0.7,0,staged_v3,0.16881316508839903,2,0.7776863149384614,0.16291195229029415,2,0,0,0
