active_collision_pair,frame_idx,frame_root_angular_budget_usage,frame_root_z_budget_usage,frame_velocity_budget_usage_max,left_anchor_error_xy,left_contact_confidence,left_contact_phase,left_contact_slack,left_elbow_branch_sign,left_foot_vxy,left_heel_height,left_liftoff_probability,left_load_phase,left_lock_weight,left_swing_clearance_error,left_toe_height,max_joint_delta,max_joint_velocity_ratio,min_self_collision_distance,qp_resolve_count,qp_status,right_anchor_error_xy,right_contact_confidence,right_contact_phase,right_contact_slack,right_elbow_branch_sign,right_foot_vxy,right_heel_height,right_liftoff_probability,right_load_phase,right_lock_weight,right_swing_clearance_error,right_toe_height,root_ddz,root_dz,root_z,safety_backtracked,solver_mode,stage_a_high_priority_error,stage_a_iterations,stage_b_detail_error,stage_b_high_priority_error,stage_b_iterations,stage_b_rejected,stage_c_iterations,stage_c_triggered
v3_pelvis_proxy:v3_left_hand_proxy,0,1.0000000000000002,1.0000000000000009,1.0,0.0,0.20176960875946912,AIR,0.0,-1,0.0,0.08575672002342241,0.005245526439016176,UNLOADED,0.040142244188426275,0.0,0.123785192199696,0.1884955592153876,1.0,0.04369331017933639,0,ok,0.0,0.22102420010076326,AIR,0.0,1,0.0,0.10353751824575672,0.005568942930923057,UNLOADED,0.043958665788809845,0.0,0.08792327547759574,0.0,-0.0050000000000000044,0.745,0,staged_v3,0.6232738868538814,2,1.1370911451277976,0.6190788073514245,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,1,1.0000000000000002,1.0000000000000009,1.0,0.0,0.3458833247693095,AIR,0.0,-1,0.005203244156276025,0.08520566214323641,0.008622434448486002,UNLOADED,0.10069398904567337,0.0,0.1341929573331601,0.1884955592153876,1.0,0.050347457491655076,0,ok,0.0,0.38472728375942516,AIR,0.0,1,0.0012713129034224052,0.09209397934979115,0.009900064078314966,UNLOADED,0.11135062443055403,0.0,0.0933609804061452,0.0,-0.0050000000000000044,0.74,0,staged_v3,0.5369159622279596,2,1.079134531363924,0.5353947874796053,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,2,0.9999999999999999,1.0000000000000009,0.9999999999999999,0.0,0.4617459747790307,FLAT,0.0,-1,0.004198132848711417,0.08310311766967494,0.010595133629081759,UNLOADED,0.17192593413124996,0.0,0.12900073817527835,0.18849555921538758,0.9999999999999999,0.055175297303973636,0,ok,0.0,0.49929076578879356,FLAT,0.0,-1,0.009538884227696992,0.07440286779766789,0.013392019230785708,UNLOADED,0.1876013503947625,0.0,0.09565661024887638,0.0,-0.0050000000000000044,0.735,0,staged_v3,0.4576544604686188,2,0.985540085236246,0.4581040361884133,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,3,0.9999999999999999,1.0000000000000009,0.6654475321806019,0.0,0.5448623626584659,FLAT,0.0,-1,0.007027114151383795,0.0787602880660079,0.013027588376409511,UNLOADED,0.24509357132019066,0.0,0.1204942364859882,0.1254339047068822,0.6654475321806019,0.06396690753616142,0,ok,0.0,0.588262463374283,FLAT,0.0,-1,0.00864860580830384,0.06164942001981469,0.018032421605589453,UNLOADED,0.2656120136398051,0.0,0.09392442454241376,0.0,-0.0050000000000000044,0.73,0,staged_v3,0.38641117001506253,2,0.8921765257731408,0.3880714784465559,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,4,1.0000000000000007,1.0000000000000009,0.4151106130512992,0.0,0.605206794486741,FLAT,0.0,-1,0.008733284368027143,0.07237989816067311,0.015079968284661807,UNLOADED,0.31529091610019633,0.0,0.11221075624494284,0.07824650714334702,0.4151106130512992,0.07364685283798196,0,ok,0.0,0.6569695063931815,FLAT,0.0,-1,0.008146205707661983,0.0543093461102913,0.02175524791547804,UNLOADED,0.3410250052935818,0.0,0.09140158918139671,0.0,-0.0050000000000000044,0.725,0,staged_v3,0.3208283440699772,2,0.870753083837835,0.3202458026813458,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,5,1.0000000000000007,1.0000000000000009,0.6022937207385651,0.026406027868532717,0.6355744344314364,FLAT,0.0,-1,0.013446021087335112,0.0651655909007183,0.01667788094080703,SUPPORT,0.37722761281715067,0.0,0.10492144365359113,0.11352969170253233,0.6022937207385651,0.08259021663054754,0,ok,0.012991387461335956,0.6799273923898539,FLAT,0.0,-1,0.024087958735006836,0.04974971243166385,0.024498108661981537,SUPPORT,0.40547409568463133,0.0,0.0894054947523781,0.0,-0.0050000000000000044,0.72,0,staged_v3,0.2561259549173249,2,0.8824316238629603,0.25074279479098505,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,6,0.8567798230733011,1.0000000000000009,0.6993478572478783,0.05173000133909133,0.6587631361602867,FLAT,0.0,-1,0.013328174034827963,0.05792060337550427,0.046034902061894374,SUPPORT,0.39687806213321797,0.0,0.09897536147465981,0.13182396543802188,0.6993478572478783,0.09021408776490687,0,ok,0.022588664095479445,0.6956413600347684,FLAT,0.0,-1,0.02472716258396766,0.04731233264529054,0.05486934122292644,SUPPORT,0.44728944745454724,0.0,0.08767149279443219,0.0,-0.0050000000000000044,0.715,0,staged_v3,0.20625941745009485,2,0.9082713522769776,0.18925861253012374,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,7,0.5428084957618399,1.0000000000000009,0.6491024705735355,0.0708230306932337,0.6778553395385378,FLAT,0.0,-1,0.013079438571668886,0.052278982636299993,0.06696961338506816,SUPPORT,0.4075024497065744,0.0,0.09524064051133306,0.12235293317884827,0.6491024705735355,0.0962386239082811,0,ok,0.03970114350777133,0.7054688347240033,FLAT,0.0,-1,0.025521298188324316,0.045786130319947355,0.07713036096143594,SUPPORT,0.46400333221462864,0.0,0.08578026295672983,0.0,-0.0050000000000000044,0.71,0,staged_v3,0.15991011078954992,2,0.9471892930760981,0.14525378565930722,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,8,0.406507367107142,1.0000000000000009,0.5130785115132682,0.0903090484003353,0.6930140478379927,FLAT,0.0,-1,0.012655401332693824,0.04797345626636096,0.08185050405998112,SUPPORT,0.4160019597652595,0.0,0.09236246086368345,0.09671302094909218,0.5130785115132682,0.10068271750320187,0,ok,0.0615530156295593,0.7100719554812394,FLAT,0.0,-1,0.025046509995326996,0.044914775475867544,0.09303044237231875,SUPPORT,0.4620028561839674,0.0,0.08440461560842373,0.0,-0.0050000000000000044,0.705,0,staged_v3,0.12310218109774909,2,0.9823876762540781,0.11223223012781051,2,0,0,0
v3_torso_proxy:v3_left_forearm_proxy,9,0.2705060201871032,1.0000000000000009,0.5997234066527437,0.11175666809243537,0.7040580724487686,FLAT,0.0,-1,0.012019532385406205,0.04232028765639937,0.0923552101302409,UNLOADING,0.35657310837022244,0.0,0.08797853528647015,0.11304519891156622,0.5997234066527437,0.10357570384547057,0,ok,0.08362898751450822,0.7106388889995484,FLAT,0.0,-1,0.02461284087209444,0.04433249253644114,0.10430047339885058,SUPPORT,0.46028816244340065,0.0,0.08383166617419521,0.0,-0.0050000000000000044,0.7,0,staged_v3,0.10558245855822848,2,1.0104648001697383,0.1046003500398273,2,0,0,0
